video, mean, std
v_ArmFlapping_01.mp4, 1.588761329650879, 0.9766924977302551
v_ArmFlapping_02.mp4, 1.4586098194122314, 1.5291199684143066
v_ArmFlapping_03.mp4, 0.9556432962417603, 0.7638068795204163
v_ArmFlapping_04.mp4, 1.8688355684280396, 1.1272495985031128
v_ArmFlapping_05.mp4, 3.4754397869110107, 3.1404786109924316
v_ArmFlapping_08.mp4, 0.8975816369056702, 0.6085206866264343
v_ArmFlapping_10.mp4, 0.7522596716880798, 0.5734692811965942
v_ArmFlapping_12.mp4, 0.556671142578125, 0.5490496754646301
v_ArmFlapping_13.mp4, 2.4799604415893555, 1.3469380140304565
v_ArmFlapping_14.mp4, 2.3107950687408447, 1.748633861541748
v_ArmFlapping_15.mp4, 1.4312256574630737, 0.8937663435935974
v_ArmFlapping_18.mp4, 2.9544565677642822, 1.758765459060669
v_ArmFlapping_19.mp4, 1.6597007513046265, 1.1224892139434814
v_ArmFlapping_20.mp4, 0.25699400901794434, 0.2311764508485794
v_ArmFlapping_21.mp4, 0.9391926527023315, 0.5464837551116943
v_ArmFlapping_22.mp4, 2.1617250442504883, 1.7353498935699463
v_ArmFlapping_24.mp4, 2.7172722816467285, 3.3715031147003174
v_ArmFlapping_25.mp4, 0.8057918548583984, 0.36700162291526794
v_HeadBanging_01.mp4, 3.0620369911193848, 1.8922547101974487
v_HeadBanging_03.mp4, 0.7015901803970337, 1.2883785963058472
v_HeadBanging_04.mp4, 1.2143584489822388, 0.8873707056045532
v_HeadBanging_05.mp4, 0.9985429644584656, 0.7621853947639465
v_HeadBanging_06.mp4, 2.018075942993164, 0.9835627675056458
v_HeadBanging_07.mp4, 2.9480714797973633, 2.296905040740967
v_HeadBanging_10.mp4, 2.1076784133911133, 1.6643650531768799
v_HeadBanging_13.mp4, 0.2319348007440567, 0.13509060442447662
v_HeadBanging_15.mp4, 1.0536283254623413, 0.9622098803520203
v_HeadBanging_16.mp4, 1.1529549360275269, 1.1509575843811035
v_HeadBanging_17.mp4, 1.5810606479644775, 1.0813521146774292
v_HeadBanging_18.mp4, 0.8629148602485657, 0.5622544288635254
v_HeadBanging_19.mp4, 3.0402631759643555, 2.7692391872406006
v_HeadBanging_20.mp4, 0.7454396486282349, 0.49425193667411804
v_HeadBanging_21.mp4, 1.7912235260009766, 0.971468448638916
v_HeadBanging_24.mp4, 0.6636717915534973, 0.7720260620117188
v_Spinning_01.mp4, 0.6833158135414124, 1.182036280632019
v_Spinning_02.mp4, 1.8435101509094238, 1.1960289478302002
v_Spinning_04.mp4, 1.730277180671692, 0.8785735368728638
v_Spinning_05.mp4, 2.298675775527954, 2.1790695190429688
v_Spinning_07.mp4, 1.05302894115448, 0.5126080513000488
v_Spinning_08.mp4, 3.0747623443603516, 1.429979920387268
v_Spinning_09.mp4, 1.9218660593032837, 1.7462087869644165
v_Spinning_10.mp4, 3.4106969833374023, 2.5939314365386963
v_Spinning_11.mp4, 2.6767120361328125, 1.6073925495147705
v_Spinning_12.mp4, 0.24061666429042816, 0.21814654767513275
v_Spinning_14.mp4, 0.5310989618301392, 0.6165754199028015
v_Spinning_15.mp4, 0.4991914629936218, 0.2649371922016144
v_Spinning_16.mp4, 0.16509941220283508, 0.45098254084587097
v_Spinning_18.mp4, 1.3955118656158447, 1.0237451791763306
v_Spinning_19.mp4, 1.9550670385360718, 1.4933996200561523
v_Spinning_21.mp4, 2.251441717147827, 2.0879015922546387
v_Spinning_22.mp4, 2.4631497859954834, 3.31846284866333
v_Spinning_23.mp4, 0.8987253904342651, 0.5672741532325745
v_Spinning_25.mp4, 1.1844810247421265, 1.664324402809143
